kepid,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
11446443,TrES-2,b,TrES-2 b,Transit,0,1,2.47063,1.0E-5,-1.0E-5,0,,,,,0.0,,,0,83.57,0.14,-0.14,0,1.49,0.22,-0.22,0,Mass,1.36,0.08,-0.08,0,,,,,0,1,0,4,19h07m14.03s,286.808473,+49d18m59.0s,49.316402,216.66,1.05,-1.05,0,216.66,1.05,-1.05,0,11.411,0.005,0,V (Johnson),11.282,,0,5850.0,50.0,-50.0,0,1.36,0.3,-0.3,0,1.12,0.07,-0.07,0,2018-04-26,TrES
10666592,HAT-P-7,b,HAT-P-7 b,Transit,0,1,2.20474,1.7E-5,-1.7E-5,0,,,,,0.0,,,0,83.11,0.03,-0.03,0,1.84,0.53,-0.53,0,Mass,1.51,0.21,-0.21,0,,,,,0,1,0,1,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,344.46,2.44,-2.44,0,344.46,2.44,-2.44,0,10.463,,0,Kepler-band,10.365,,0,6389.0,17.0,-17.0,0,1.56,0.68,-0.68,0,2.0,0.28,-0.28,0,2018-04-26,HATNet
10748390,HAT-P-11,b,HAT-P-11 b,Transit,0,2,4.88780244,,,0,0.05254,6.4E-4,-6.6E-4,0,0.218,0.034,-0.031,0,,,,,0.07362,0.00472,-0.00472,0,Msini,0.389,0.005,-0.005,0,,,,,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780.0,50.0,-50.0,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,2019-01-31,HATNet
10748390,HAT-P-11,c,HAT-P-11 c,Radial Velocity,0,2,3407.0,360.0,-190.0,0,4.13,0.29,-0.16,0,0.601,0.032,-0.031,0,,,,,1.59519,0.09439,-0.08495,0,Msini,,,,,,,,,0,1,0,0,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,37.81,0.03,-0.03,0,37.81,0.03,-0.03,0,9.174,,0,Kepler-band,9.151,,0,4780.0,50.0,-50.0,0,0.81,0.02,-0.03,0,0.68,0.01,-0.01,0,2019-01-31,W. M. Keck Observatory
11853905,Kepler-4,b,Kepler-4 b,Transit,0,1,3.21346,2.2E-4,-2.2E-4,0,0.0456,9.0E-4,-9.0E-4,0,0.0,,,0,89.76,0.24,-2.05,0,0.077,0.012,-0.012,0,Mass,0.357,0.019,-0.019,0,1.91,0.36,-0.47,0,0,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550.0,80.0,-80.0,0,494.82,5.95,-5.95,0,12.7,0.422,0,V (Johnson),12.158,,0,5857.0,120.0,-120.0,0,1.22,0.05,-0.09,0,1.49,0.07,-0.08,0,2014-05-14,Kepler
8191672,Kepler-5,b,Kepler-5 b,Transit,0,1,3.5484657,7.0E-7,-7.0E-7,0,0.0538,0.0015,-0.0021,0,,,,,89.14,0.44,-0.32,0,2.111,0.067,-0.086,0,Mass,1.426,0.036,-0.051,0,0.4,0.5,-0.5,0,0,1,0,1,19h57m37.68s,299.407009,+44d02m06.2s,44.035046,923.41,17.22,-17.22,0,923.41,17.22,-17.22,0,13.369,,0,Kepler-band,13.226,,0,6297.0,60.0,-60.0,0,1.37,0.04,-0.06,0,1.79,0.04,-0.06,0,2015-10-15,Kepler
10874614,Kepler-6,b,Kepler-6 b,Transit,0,1,3.2346996,4.0E-7,-4.0E-7,0,0.04852,7.4E-4,-0.00133,0,,,,,88.93,0.19,-0.17,0,0.668,0.038,-0.035,0,Mass,1.304,0.018,-0.033,0,0.4,0.06,-0.04,0,0,1,0,1,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,597.14,5.16,-5.16,0,597.14,5.16,-5.16,0,13.303,,0,Kepler-band,13.171,,0,5647.0,44.0,-44.0,0,1.21,0.04,-0.04,0,1.39,0.02,-0.03,0,2015-10-15,Kepler
5780885,Kepler-7,b,Kepler-7 b,Transit,0,1,4.8854892,9.0E-7,-9.0E-7,0,0.06067,5.9E-4,-5.9E-4,0,,,,,85.161,0.055,-0.054,0,0.441,0.043,-0.042,0,Mass,1.622,0.013,-0.013,0,0.14,0.02,-0.02,0,0,1,0,1,19h14m19.56s,288.581516,+41d05m23.3s,41.0898,947.46,21.11,-21.11,0,947.46,21.11,-21.11,0,12.885,,0,Kepler-band,12.865,,0,5933.0,44.0,-44.0,0,1.36,0.03,-0.03,0,1.97,0.01,-0.01,0,2015-10-15,Kepler
6922244,Kepler-8,b,Kepler-8 b,Transit,0,1,3.5224991,7.0E-7,-7.0E-7,0,0.0474,0.0018,-0.0021,0,,,,,83.978,0.036,-0.033,0,0.59,0.13,-0.12,0,Mass,1.416,0.053,-0.062,0,0.27,0.11,-0.08,0,0,1,0,1,18h45m09.15s,281.288118,+42d27m03.9s,42.45108,1052.9,15.36,-15.36,0,1052.9,15.36,-15.36,0,13.9,0.324,0,V (Johnson),13.53,,0,6213.0,150.0,-150.0,0,1.21,0.07,-0.06,0,1.49,0.05,-0.06,0,2015-10-15,Kepler
3323887,Kepler-9,b,Kepler-9 b,Transit,0,3,19.23891,6.0E-5,-6.0E-5,0,0.143,0.007,-0.006,0,0.0609,0.001,-0.0013,0,88.982,0.007,-0.005,0,0.13655,0.00503,-0.00629,0,Mass,0.74,0.048,-0.038,0,0.42,0.06,-0.09,0,1,1,0,1,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614.0,13.0,-13.0,0,639.82,6.94,-6.94,0,13.803,,0,Kepler-band,13.781,,0,5774.0,60.0,-60.0,0,1.02,0.03,-0.04,0,0.96,0.02,-0.02,0,2019-07-11,Kepler
3323887,Kepler-9,c,Kepler-9 c,Transit,0,3,38.9853,3.0E-4,-3.0E-4,0,0.227,0.012,-0.008,0,0.06691,1.0E-4,-1.2E-4,0,89.188,0.005,-0.006,0,0.09408,0.00346,-0.00409,0,Mass,0.721,0.048,-0.037,0,0.31,0.05,-0.06,0,1,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614.0,13.0,-13.0,0,639.82,6.94,-6.94,0,13.803,,0,Kepler-band,13.781,,0,5774.0,60.0,-60.0,0,1.02,0.03,-0.04,0,0.96,0.02,-0.02,0,2019-07-11,Kepler
3323887,Kepler-9,d,Kepler-9 d,Transit,0,3,1.592851,4.5E-5,-4.5E-5,0,0.0273,4.2E-4,-4.3E-4,0,,,,,,,,,,,,,,0.146,0.017,-0.012,0,,,,,0,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614.0,13.0,-13.0,0,639.82,6.94,-6.94,0,13.803,,0,Kepler-band,13.781,,0,5774.0,60.0,-60.0,0,1.02,0.03,-0.04,0,0.96,0.02,-0.02,0,2014-05-14,Kepler
11904151,Kepler-10,b,Kepler-10 b,Transit,0,2,0.837491,2.0E-6,-2.0E-6,0,0.0172,8.1E-4,-0.00168,0,,,,,85.1,3.4,-4.3,0,0.0145,0.004,-0.0046,0,Mass,0.132,0.004,-0.003,0,8.0,3.0,-3.0,0,0,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,186.5,0.81,-0.81,0,186.5,0.81,-0.81,0,10.94,0.345,0,V (Johnson),10.919,,0,5708.0,28.0,-28.0,0,0.91,0.02,-0.02,0,1.06,0.01,-0.01,0,2015-10-15,Kepler
11904151,Kepler-10,c,Kepler-10 c,Transit,0,2,45.2946,8.0E-4,-8.0E-4,0,,,,,,,,,,,,,0.02319,0.00415,-0.00374,0,Mass,,,,,3.14,0.63,-0.55,0,1,1,0,2,19h02m43.05s,285.679394,+50d14m28.7s,50.241299,186.5,0.81,-0.81,0,186.5,0.81,-0.81,0,10.94,0.345,0,V (Johnson),10.919,,0,5708.0,28.0,-28.0,0,0.91,0.02,-0.02,0,1.06,0.01,-0.01,0,2017-07-27,Kepler
6541920,Kepler-11,b,Kepler-11 b,Transit,0,6,10.3039,6.0E-4,-0.001,0,0.091,0.001,-0.001,0,0.045,0.068,-0.042,0,89.64,0.36,-0.18,0,0.006,0.004,-0.003,0,Mass,0.161,0.003,-0.004,0,1.72,1.25,-0.91,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
6541920,Kepler-11,c,Kepler-11 c,Transit,0,6,13.0241,0.0013,-8.0E-4,0,0.107,0.001,-0.001,0,0.026,0.063,-0.013,0,89.59,0.41,-0.16,0,0.009,0.009,-0.005,0,Mass,0.256,0.004,-0.005,0,0.66,0.66,-0.35,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
6541920,Kepler-11,d,Kepler-11 d,Transit,0,6,22.6845,9.0E-4,-9.0E-4,0,0.155,0.001,-0.001,0,0.004,0.007,-0.002,0,89.67,0.13,-0.16,0,0.023,0.003,-0.005,0,Mass,0.278,0.005,-0.006,0,1.28,0.14,-0.27,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
6541920,Kepler-11,e,Kepler-11 e,Transit,0,6,31.9996,8.0E-4,-0.0012,0,0.195,0.002,-0.002,0,0.012,0.006,-0.006,0,88.89,0.02,-0.02,0,0.025,0.005,-0.007,0,Mass,0.374,0.006,-0.008,0,0.58,0.11,-0.16,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
6541920,Kepler-11,f,Kepler-11 f,Transit,0,6,46.6888,0.0027,-0.0032,0,0.25,0.002,-0.002,0,0.013,0.011,-0.009,0,89.47,0.04,-0.04,0,0.006,0.003,-0.003,0,Mass,0.222,0.004,-0.006,0,0.69,0.29,-0.32,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
6541920,Kepler-11,g,Kepler-11 g,Transit,0,6,118.3807,0.001,-6.0E-4,0,0.466,0.004,-0.004,0,0.15,,,1,89.87,0.05,-0.06,0,0.079,,,1,Mass,0.297,0.005,-0.007,0,4.0,,,1,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.2,,0,V (Johnson),13.706,,0,5663.0,55.0,-66.0,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,Kepler
11804465,Kepler-12,b,Kepler-12 b,Transit,0,1,4.4379629,6.0E-7,-6.0E-7,0,0.0553,0.001,-0.0012,0,,,,,88.796,0.088,-0.074,0,0.432,0.053,-0.051,0,Mass,1.754,0.031,-0.036,0,0.11,0.02,-0.02,0,0,1,0,1,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,904.4,10.19,-10.19,0,904.4,10.19,-10.19,0,13.8,,0,V (Johnson),13.36,,0,5947.0,100.0,-100.0,0,1.17,0.05,-0.05,0,1.48,0.03,-0.03,0,2015-10-15,Kepler
9941662,KOI-13,b,KOI-13 b,Transit,0,1,1.763588,1.0E-6,-1.0E-6,0,0.03641,8.7E-4,-8.7E-4,0,6.4E-4,1.2E-4,-1.6E-4,0,86.77,0.048,-0.052,0,9.28,0.16,-0.16,0,Mass,1.512,0.035,-0.035,0,3.6,0.3,-0.3,0,1,1,0,1,19h07m53.09s,286.971199,+46d52m06.1s,46.868362,415.0,48.85,-65.07,0,,,,,9.958,,0,Kepler-band,,,,7650.0,250.0,-250.0,0,1.72,0.1,-0.1,0,1.74,0.04,-0.04,0,2015-10-15,Kepler
10264660,Kepler-14,b,Kepler-14 b,Transit,0,1,6.790123,4.3E-6,-4.3E-6,0,,,,,0.035,0.02,-0.02,0,90.0,0.0,-2.8,0,8.4,0.35,-0.34,0,Mass,1.136,0.073,-0.054,0,7.1,1.1,-1.1,0,0,1,0,1,19h10m50.12s,287.708814,+47d19m59.0s,47.33305,980.0,,,0,,,,,12.128,,0,Kepler-band,,,,6395.0,60.0,-60.0,0,1.51,0.04,-0.04,0,2.05,0.11,-0.08,0,2014-05-14,Kepler
11359879,Kepler-15,b,Kepler-15 b,Transit,0,1,4.942782,1.3E-6,-1.3E-6,0,0.05714,8.6E-4,-9.3E-4,0,0.06,,,0,87.44,0.18,-0.2,0,0.66,0.08,-0.09,0,Mass,0.96,0.06,-0.07,0,0.93,0.18,-0.22,0,0,1,0,1,19h44m48.14s,296.200595,+49d08m24.4s,49.140125,755.38,11.56,-11.56,0,755.38,11.56,-11.56,0,13.758,,0,Kepler-band,13.714,,0,5515.0,122.0,-130.0,0,1.02,0.04,-0.05,0,0.99,0.06,-0.07,0,2014-05-14,Kepler
12644769,Kepler-16,b,Kepler-16 b,Transit,0,1,228.776,0.02,-0.037,0,0.7048,0.0011,-0.0011,0,0.0069,0.001,-0.0015,0,90.032,0.002,-0.002,0,0.333,0.016,-0.016,0,Mass,0.754,0.003,-0.003,0,0.964,0.047,-0.046,0,1,1,0,0,19h16m18.17s,289.07571,+51d45m26.8s,51.757439,75.25,0.15,-0.15,0,75.25,0.15,-0.15,0,11.762,,0,Kepler-band,11.747,,0,4450.0,150.0,-150.0,0,0.69,0.0,0.0,0,0.65,0.0,0.0,0,2014-05-14,Kepler
10619192,Kepler-17,b,Kepler-17 b,Transit,0,1,1.4857108,2.0E-7,-2.0E-7,0,0.02591,3.7E-4,-3.6E-4,0,0.011,,,1,87.2,0.15,-0.15,0,2.45,0.11,-0.11,0,Mass,1.31,0.02,-0.02,0,1.35,0.08,-0.08,0,1,1,0,1,19h53m34.87s,298.395274,+47d48m54.0s,47.815006,800.0,100.0,-100.0,0,735.91,10.7,-10.7,0,14.141,,0,Kepler-band,14.131,,0,5781.0,85.0,-85.0,0,1.16,0.06,-0.06,0,1.05,0.03,-0.03,0,2014-05-14,Kepler
8644288,Kepler-18,b,Kepler-18 b,Transit,0,3,3.504725,2.8E-5,-2.8E-5,0,0.0447,6.0E-4,-6.0E-4,0,0.0,,,0,84.92,0.26,-0.26,0,0.022,0.011,-0.011,0,Mass,0.178,0.009,-0.009,0,4.9,2.4,-2.4,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.0,100.0,-100.0,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2014-05-14,Kepler
8644288,Kepler-18,c,Kepler-18 c,Transit,0,3,7.64159,3.0E-5,-3.0E-5,0,0.0752,0.0011,-0.0011,0,0.0,,,0,87.68,0.22,-0.22,0,0.054,0.006,-0.006,0,Mass,0.49,0.023,-0.023,0,0.59,0.07,-0.07,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.0,100.0,-100.0,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2019-03-05,Kepler
8644288,Kepler-18,d,Kepler-18 d,Transit,0,3,14.85888,4.0E-5,-4.0E-5,0,0.1172,0.0017,-0.0017,0,0.0,,,0,88.07,0.1,-0.1,0,0.052,0.004,-0.004,0,Mass,0.623,0.029,-0.029,0,0.27,0.03,-0.03,0,1,1,0,1,19h52m19.07s,298.079439,+44d44m46.8s,44.746321,438.51,3.24,-3.24,0,438.51,3.24,-3.24,0,13.549,,0,Kepler-band,13.539,,0,5345.0,100.0,-100.0,0,0.97,0.04,-0.04,0,1.11,0.05,-0.05,0,2014-05-14,Kepler
2571238,Kepler-19,b,Kepler-19 b,Transit,0,3,9.28716,4.0E-5,-6.0E-5,0,,,,,0.12,0.02,-0.02,0,,,,,0.02643,0.00503,-0.00472,0,Mass,,,,,,,,,1,1,0,1,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544.0,20.0,-20.0,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,Kepler
2571238,Kepler-19,c,Kepler-19 c,Transit Timing Variations,0,3,28.731,0.012,-0.005,0,,,,,0.21,0.05,-0.07,0,,,,,0.04122,0.0085,-0.0085,0,Mass,,,,,,,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544.0,20.0,-20.0,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,Kepler
2571238,Kepler-19,d,Kepler-19 d,Radial Velocity,0,3,62.95,0.04,-0.3,0,,,,,0.05,0.16,-0.01,0,,,,,0.07079,0.00378,-0.01762,0,Mass,,,,,,,,,0,1,0,0,19h21m41.00s,290.420839,+37d51m06.4s,37.851786,219.95,0.98,-0.98,0,219.95,0.98,-0.98,0,11.898,,0,Kepler-band,11.876,,0,5544.0,20.0,-20.0,0,0.94,0.04,-0.04,0,0.86,0.02,-0.02,0,2017-04-13,Roque de los Muchachos Observatory
6850504,Kepler-20,b,Kepler-20 b,Transit,0,6,3.69611525,1.15E-6,-8.7E-7,0,0.0463,9.0E-4,-0.0015,0,0.03,0.09,-0.03,0,87.355,0.215,-1.594,0,0.03052,0.00444,-0.00453,0,Mass,0.167,0.006,-0.003,0,8.2,1.5,-1.3,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
6850504,Kepler-20,c,Kepler-20 c,Transit,0,6,10.85409089,3.03E-6,-2.6E-6,0,0.0949,0.0027,-0.0023,0,0.16,0.01,-0.09,0,89.815,0.036,-0.632,0,0.04012,0.00683,-0.00705,0,Mass,0.272,0.006,-0.005,0,2.5,0.5,-0.5,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
6850504,Kepler-20,d,Kepler-20 d,Transit,0,6,77.61130017,1.2305E-4,-1.1588E-4,0,0.3506,0.0081,-0.0101,0,,,,,89.708,0.165,-0.053,0,0.03168,0.01249,-0.01164,0,Mass,0.245,0.007,-0.005,0,2.7,1.1,-1.0,0,0,1,0,2,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
6850504,Kepler-20,e,Kepler-20 e,Transit,0,6,6.09852281,6.08E-6,-1.351E-5,0,0.0639,0.0019,-0.0014,0,,,,,87.632,1.085,-0.128,0,,,,,,0.077,0.002,-0.002,0,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
6850504,Kepler-20,f,Kepler-20 f,Transit,0,6,19.57758478,9.037E-5,-1.2256E-4,0,0.1396,0.0036,-0.0035,0,,,,,88.788,0.426,-0.072,0,,,,,,0.089,0.004,-0.008,0,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Kepler
6850504,Kepler-20,g,Kepler-20 g,Radial Velocity,0,6,34.94,0.038,-0.035,0,0.2055,0.0022,-0.0021,0,0.15,0.01,-0.1,0,,,,,0.0628,0.00969,-0.01136,0,Msini,,,,,,,,,0,1,0,1,19h10m47.52s,287.698004,+42d20m19.4s,42.338726,284.88,1.78,-1.78,0,284.88,1.78,-1.78,0,12.51,,0,V (Johnson),12.453,,0,5495.0,50.0,-50.0,0,0.95,0.05,-0.05,0,0.96,0.02,-0.02,0,2017-03-30,Multiple Observatories
3632418,Kepler-21,b,Kepler-21 b,Transit,0,1,2.78578,3.0E-5,-3.0E-5,0,0.042717,0.0,0.0,0,0.02,0.1,-0.1,0,83.2,0.28,-0.26,0,0.01598,0.00541,-0.00541,0,Mass,0.146,0.002,-0.001,0,6.4,2.1,-2.1,0,0,1,0,2,19h09m26.84s,287.361816,+38d42m50.5s,38.714016,108.86,0.38,-0.38,0,108.86,0.38,-0.38,0,8.25,0.012,0,V (Johnson),8.128,,0,6305.0,50.0,-50.0,0,1.41,0.02,-0.03,0,1.9,0.02,-0.01,0,2016-10-06,Kepler
10593626,Kepler-22,b,Kepler-22 b,Transit,0,1,289.8623,0.0016,-0.002,0,0.849,0.018,-0.017,0,0.0,,,0,89.764,0.025,-0.042,0,0.113,,,1,Mass,0.212,0.012,-0.012,0,14.7,,,1,0,1,0,1,19h16m52.20s,289.217484,+47d53m04.1s,47.884464,190.0,,,0,195.74,0.93,-0.93,0,11.664,,0,Kepler-band,11.644,,0,5518.0,44.0,-44.0,0,0.97,0.06,-0.06,0,0.98,0.02,-0.02,0,2014-05-14,Kepler
11512246,Kepler-23,b,Kepler-23 b,Transit,0,3,7.1073,,,0,0.075,,,0,,,,,,,,,0.8,,,1,Mass,0.17,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828.0,100.0,-100.0,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
11512246,Kepler-23,c,Kepler-23 c,Transit,0,3,10.7421,,,0,0.099,,,0,,,,,,,,,2.7,,,1,Mass,0.285,,,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828.0,100.0,-100.0,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
11512246,Kepler-23,d,Kepler-23 d,Transit,0,3,15.274299,1.04E-4,-1.04E-4,0,0.124,,,0,,,,,,,,,,,,,,0.196,0.008,-0.008,0,,,,,1,1,0,1,19h36m52.54s,294.218924,+49d28m45.2s,49.479225,856.34,11.79,-11.79,0,856.34,11.79,-11.79,0,13.438,,0,Kepler-band,13.401,,0,5828.0,100.0,-100.0,0,,,,,1.55,0.05,-0.05,0,2014-05-14,Kepler
3231341,Kepler-24,b,Kepler-24 b,Transit,0,4,8.1453,,,0,0.08,,,0,,,,,,,,,1.6,,,1,Mass,0.214,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.0,219.0,-219.0,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
3231341,Kepler-24,c,Kepler-24 c,Transit,0,4,12.3335,,,0,0.106,,,0,,,,,,,,,1.6,,,1,Mass,0.25,,,0,,,,,1,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.0,219.0,-219.0,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
3231341,Kepler-24,d,Kepler-24 d,Transit,0,4,4.244384,5.3E-5,-5.3E-5,0,0.051,,,0,,,,,,,,,,,,,,0.149,0.035,-0.035,0,,,,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.0,219.0,-219.0,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
3231341,Kepler-24,e,Kepler-24 e,Transit,0,4,18.998355,1.57E-4,-1.57E-4,0,0.138,,,0,,,,,,,,,,,,,,0.248,0.057,-0.057,0,,,,,0,1,0,1,19h21m39.18s,290.413267,+38d20m37.5s,38.343754,1195.99,34.01,-34.01,0,1195.99,34.01,-34.01,0,14.925,,0,Kepler-band,14.923,,0,5897.0,219.0,-219.0,0,,,,,1.29,0.29,-0.29,0,2014-05-14,Kepler
4349452,Kepler-25,b,Kepler-25 b,Transit,0,3,6.238297,1.7E-5,-1.7E-5,0,,,,,0.0029,0.0023,-0.0017,0,92.827,0.084,-0.083,0,0.0275,0.0079,-0.0073,0,Mass,0.245,0.003,-0.003,0,2.32,0.67,-0.61,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.0,79.0,-79.0,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2019-06-13,Kepler
4349452,Kepler-25,c,Kepler-25 c,Transit,0,3,12.7207,1.1E-4,-1.0E-4,0,,,,,0.0061,0.0049,-0.0041,0,92.764,0.042,-0.039,0,0.0479,0.0041,-0.0051,0,Mass,0.465,0.006,-0.006,0,0.588,0.053,-0.061,0,1,1,0,1,19h06m33.21s,286.638393,+39d29m16.4s,39.487894,244.96,1.41,-1.41,0,244.96,1.41,-1.41,0,10.734,,0,Kepler-band,10.632,,0,6270.0,79.0,-79.0,0,1.19,0.06,-0.06,0,1.31,0.02,-0.02,0,2019-06-13,Kepler
